epoch,loss,mean_squared_error,val_loss,val_mean_squared_error
0,-0.6797400708,0.1800778635,-0.6450195929,0.64335077
1,-0.7099434304,0.0593946403,-0.6626397858,0.5220732136
2,-0.7101775564,0.0672702651,-0.6865602025,0.3286850473
3,-0.7100623124,0.072097221,-0.7035870898,0.1976824491
4,-0.7101601364,0.0746485106,-0.700415634,0.2225115749
5,-0.7101699138,0.076007456,-0.6741599055,0.3511029618
6,-0.7101203884,0.0767007101,-0.6488492298,0.4396094366
7,-0.710210771,0.0775976572,-0.6119058732,0.6468645459
8,-0.7103520129,0.0788052909,-0.6299088607,0.605957506
9,-0.7104256809,0.0797703801,-0.6478997898,0.5201326754
10,-0.7105958907,0.0818350368,-0.6433257985,0.6005918139
11,-0.7104958356,0.0825163526,-0.6258238493,0.586331413
12,-0.7106005706,0.0824549033,-0.6278035143,0.7306601817
13,-0.7106647038,0.0833847792,-0.6183596141,0.71179661
14,-0.7108144969,0.0840724622,-0.5901175755,0.8224242163
15,-0.710860941,0.0828466702,-0.604318708,0.809403978
16,-0.7112635212,0.0825289547,-0.6443407944,0.6283334702
17,-0.7113290782,0.0843658429,-0.6571916757,0.4363110142
18,-0.7117291696,0.0835720763,-0.6303462103,0.6255997367
19,-0.7121316852,0.084220652,-0.6355568515,0.5040897347
20,-0.7125491715,0.0872288082,-0.5986199718,0.5182737977
21,-0.7128135796,0.0843655534,-0.6310203552,0.5392153912
22,-0.7134029148,0.0840890228,-0.600285937,0.6672791963
23,-0.7136120062,0.0819284459,-0.6307991619,0.3909879942
24,-0.7143459017,0.0786000456,-0.6742065516,0.292997013
25,-0.7150357283,0.0784986048,-0.6166369372,0.5816941879
26,-0.7158113051,0.076764214,-0.6228674148,0.4920972889
27,-0.7158160731,0.0772329139,-0.6412171593,0.4255862511
28,-0.7164064437,0.0737907369,-0.647943198,0.4205606527
29,-0.7170926973,0.0715508447,-0.6790126402,0.4016325045
30,-0.7181783358,0.0736300682,-0.6541659603,0.2630047238
31,-0.7194770377,0.0714616699,-0.6828285107,0.3463083909
32,-0.7202459883,0.0679815496,-0.6910919121,0.2675154748
