epoch,loss,mean_squared_error,val_loss,val_mean_squared_error
0,-0.6821794007256182,0.15006434345716751,-0.6188116610050202,0.7788351953029633
1,-0.7102270535671213,0.07675075454819108,-0.6595777571201324,0.5718616962432861
2,-0.7100872562082919,0.07895029973582757,-0.6953109443187714,0.3023457258939743
3,-0.7102965593260616,0.07944127252348696,-0.6994084060192108,0.24139616042375564
4,-0.7102600128121276,0.08001063538739732,-0.6975788056850434,0.24480309337377548
5,-0.7103518239913136,0.08051745851917655,-0.6862563550472259,0.22332858592271804
6,-0.7104137781387683,0.0801892145401548,-0.6921751976013184,0.2756889045238495
7,-0.7104344816684646,0.08050522614785012,-0.6824629187583924,0.38303631246089936
8,-0.7104461382850195,0.08157235803619219,-0.6385701179504395,0.6882587373256683
9,-0.7104772506519061,0.08197988347948382,-0.6170812487602234,0.7829493999481201
10,-0.7104461201791774,0.08173234894813665,-0.6300664663314819,0.6676319003105163
11,-0.7106847037715274,0.08189584805683509,-0.6366215884685517,0.6167873263359069
12,-0.7104741856177661,0.08280812428755974,-0.6465625882148742,0.5778388023376465
13,-0.7105902015795241,0.08270950050112431,-0.6118415057659149,0.748746520280838
14,-0.7106354600606153,0.08329822808550058,-0.6182056605815888,0.7265582263469696
15,-0.710755626841076,0.08332259158140226,-0.6577518284320831,0.4713089823722839
16,-0.7107020382892,0.08368189218460866,-0.6384600162506103,0.6246588230133057
17,-0.7107797944928856,0.08441469254208896,-0.6530878603458404,0.5172767162322998
18,-0.7108951789269372,0.08376871795611052,-0.5894805431365967,0.7916802525520324
19,-0.711016648539551,0.08355379360323602,-0.580965805053711,0.7448239624500275
20,-0.7110766143675769,0.08452576959608167,-0.5830589056015014,0.6600961863994599
21,-0.7111175870463903,0.08498704172471304,-0.6167927801609039,0.5303909182548523
22,-0.711494693197304,0.08450067856023595,-0.6497821629047393,0.514113599061966
23,-0.711590479080446,0.08460217009703169,-0.641151636838913,0.46121171712875364
24,-0.711448416532276,0.08287057342034058,-0.5759236693382264,0.8100801169872284
25,-0.711567647797472,0.08326169881214474,-0.570564740896225,0.6778264582157135
26,-0.7122060846651632,0.08442270325433607,-0.6725623846054077,0.49613678455352783
27,-0.7126407889968833,0.08591451324526123,-0.6331837177276611,0.4825461804866791
28,-0.7130407098196404,0.08760338784717756,-0.6390621364116669,0.397679990530014
29,-0.7139400566307257,0.08891546165528592,-0.6537606000900269,0.31734882295131683
30,-0.714529863606024,0.08459934347179625,-0.5792599678039551,0.35986635088920593
31,-0.7148855560796444,0.08287590427689691,-0.6905830681324006,0.235296331346035
32,-0.7156068771917931,0.0821484536067984,-0.6923278450965882,0.18638933151960374
33,-0.7161066841187173,0.08200544313096977,-0.6699907958507538,0.244485005736351
34,-0.7169420258398277,0.07790174166542081,-0.6764033436775208,0.2543847426772118
35,-0.7174343006300512,0.07620510786488795,-0.6454380869865417,0.23863470554351807
36,-0.7180147658760837,0.07251903612932743,-0.6761748731136322,0.1798408403992653
37,-0.719293130936899,0.06748658813466027,-0.6376528859138488,0.12240039333701133
38,-0.7201113425046471,0.06568967130696052,-0.6784552812576294,0.21383572816848756
39,-0.7202600528572388,0.06324065190199821,-0.6271028280258178,0.26473924815654754
40,-0.7205194745758798,0.06424796251609445,-0.4748703151941299,0.24819985181093215
41,-0.7215754783080007,0.06415084634031244,-0.6110249996185303,0.22399682849645614
42,-0.7213906769511801,0.06495451182731656,-0.6965778529644012,0.1155159443616867
43,-0.7225598402900599,0.06340900768604957,-0.6175526797771453,0.20815915763378143
44,-0.7228362882094731,0.059424367452285506,-0.5846152126789093,0.28788630068302157
45,-0.7231285956903937,0.05664939046537328,-0.6800354242324829,0.20010299235582352
46,-0.7243984333398067,0.0538358261182631,-0.22393570840358734,0.6894165515899658
47,-0.7250565629590934,0.05235593720745719,-0.40576596558094025,0.4059004008769989
48,-0.7257192818699787,0.04929396899371996,-0.602285486459732,0.267810994386673
49,-0.7266157812121007,0.04704951115086798,-0.6559525310993195,0.11370348781347275
50,-0.7270243889498761,0.046553547155052166,-0.6772932946681977,0.15675768852233887
51,-0.7280327783372375,0.04461708631728681,-0.6626354694366455,0.07942986711859704
52,-0.7286733492417994,0.043704587069497716,-0.6153489053249359,0.19698524922132493
53,-0.7284295271644924,0.042929008011741696,-0.6833134472370148,0.11775006726384163
54,-0.729318804283108,0.0416581904153737,-0.6367878496646882,0.11900158822536469
55,-0.7302091985849025,0.0366018250139575,-0.6740732312202453,0.07972451969981194
56,-0.7306859269048889,0.035516810066958095,-0.6604153454303742,0.0480941828340292
57,-0.7305236112527734,0.03500320023218086,-0.6772320330142975,0.08279338181018829
58,-0.7314838140433804,0.033476964167578185,-0.656668198108673,0.06626848876476288
59,-0.732355964723645,0.031187456940442705,-0.6298911809921265,0.08405165150761604
60,-0.7328577105429358,0.0295088140484725,-0.6917864084243774,0.044348977506160736
61,-0.7334093621384302,0.02784023894732638,-0.6495288670063019,0.08509975224733353
62,-0.7343649469815452,0.02756352586748199,-0.6652223229408264,0.11719819009304047
63,-0.7351057155191115,0.02665216421472346,-0.6685060799121857,0.12704695165157318
64,-0.735845035628014,0.02580108225537288,-0.6756773173809052,0.04530929774045944
65,-0.7363540070085165,0.025507775082733167,-0.6774466753005981,0.08567707464098931
66,-0.7370431127292424,0.02470298736427095,-0.6744333148002625,0.06163484305143356
67,-0.7375963865124043,0.02400442766277502,-0.6399083077907562,0.06012381911277771
68,-0.7383114335463817,0.023797723716053844,-0.6625478208065033,0.04642172008752823
69,-0.7385640179224746,0.023255781865243526,-0.6937010705471038,0.08608299195766449
70,-0.7391005609159713,0.022746042011952974,-0.48148292303085327,0.1401260495185852
71,-0.7395613577541564,0.022637046571845766,-0.6811727166175843,0.053721141815185544
72,-0.7393051234570209,0.022019453909362392,-0.6067480623722077,0.10906319916248322
73,-0.7400116590763953,0.02192402830445071,-0.6729862034320832,0.038992589339613914
74,-0.7407207950342594,0.021415513052670546,-0.6659943222999573,0.11290138736367225
75,-0.7401558296563583,0.02109748340742244,-0.5855912208557129,0.094810239225626
76,-0.7411153002898621,0.02097438452766857,-0.676583755016327,0.029863623157143592
77,-0.7415614661807035,0.0209346009988862,-0.6479688704013824,0.05650806874036789
78,-0.7414650954832177,0.020529287577012813,-0.5376303434371948,0.14007695019245148
79,-0.7422152503301834,0.020428155962153458,-0.6748535513877869,0.06048973128199577
80,-0.7428991225918592,0.019728865438636597,-0.6793208658695221,0.035196302086114885
81,-0.7431044051436669,0.01952641742777716,-0.41660251319408415,0.17845893800258636
82,-0.7435530999848022,0.01912645485709867,-0.6747702479362487,0.0544422447681427
83,-0.7438857272361669,0.018863616619610425,-0.5965069770812989,0.04312702678143978
84,-0.7443405709673379,0.018596369327668623,-0.6536439657211304,0.028383277542889118
85,-0.7445463085306134,0.0183391666027429,-0.6863801717758179,0.03332786075770855
86,-0.7443512154271745,0.01808491035599931,-0.4382920742034912,0.12414029240608215
87,-0.7447841001677253,0.017856019055747456,-0.6685978710651398,0.0387495219707489
88,-0.7453760339191761,0.01799099635965596,-0.6762977242469788,0.02305625006556511
89,-0.7453921823856835,0.017943645607074822,-0.6741102993488312,0.030241502448916435
90,-0.7460973280152607,0.017291288456542913,-0.6687540948390961,0.03551182858645916
91,-0.7463262427687123,0.017136841438057056,-0.6281574428081512,0.07018793076276779
92,-0.7470033795942717,0.017053686577501434,-0.5939984202384949,0.05954761430621147
93,-0.747283592038951,0.016740925027251927,-0.5750519812107087,0.05244954340159893
94,-0.7468803815206253,0.016646498780364418,-0.6465916693210602,0.04427714049816132
95,-0.7469162188205524,0.0165818549892621,-0.6719394803047181,0.027029849216341974
96,-0.7469828695982739,0.016360792255739855,-0.6804259896278382,0.026927184499800205
97,-0.7474944543343166,0.01624004751592911,-0.6153664469718934,0.07310784533619881
98,-0.7477671960657476,0.01595967907902664,-0.6801318168640137,0.043286886811256406
99,-0.7477750710138077,0.01581980437061492,-0.6195778012275696,0.035236619971692563
100,-0.7486988426202924,0.015789881339237744,-0.6422762870788574,0.025387495569884778
101,-0.7491968791170605,0.015494967539998966,-0.6160565078258514,0.030013611540198326
102,-0.7490627747757678,0.015532122452157893,-0.6002078592777252,0.08176445439457894
103,-0.7489495080915525,0.015540578604080696,-0.6794164955615998,0.03774788118898868
